,title,year,runtime,genre,average rating,total votes,release date,production_budget,domestic_gross,foreign_gross,worldwide_gross,net gain,studio,original_language,popularity
16766,Adventures of the Penguin King,2012,77,"Adventure,Documentary,Drama",5.3,54,,,,,,,,,
16767,Beautiful Youth,2014,102,"Drama,Romance",6.5,1097,,,,,,,,,
16768,One Minute for Conductors,2013,87,"Documentary,Music",8.6,9,,,,,,,,,
16769,Tom,2015,67,Documentary,8.4,7,,,,,,,,,
16770,Webgirl,2014,91,"Adventure,Comedy,Romance",6.4,37,,,,,,,,,
16771,Secretariat's Jockey: Ron Turcotte,2013,75,Documentary,7.4,9,,,,,,,,,
16772,New Offenburg,2013,81,"Biography,Documentary",9,10,,,,,,,,,
16773,Slender,2016,90,Thriller,3.2,297,,,,,,,,,
16774,"Game Over, Man!",2018,101,"Action,Comedy",5.4,21391,,,,,,,,,
16775,Drugs & Other Love,2016,100,"Comedy,Drama",7.2,25,,,,,,,,,
16776,Tar Creek,2013,12,"Documentary,History",7,7,,,,,,,,,
16777,Kelly's Hollywood,2015,82,"Biography,Comedy,Documentary",8.2,202,,,,,,,,,
16778,My Name Is Emily,2015,94,Drama,6.7,750,,,,,,,,,
16779,In the Dark,2013,99,Horror,6,9,,,,,,,,,
16780,The Axe Murders of Villisca,2016,78,Horror,4.2,1570,,,,,,,,,
16781,"Furchi, O Druzhe. Odessa v Balgarskoto Duhovno Vazrazhdane",2013,52,Documentary,8.6,13,,,,,,,,,
16782,XX,2017,80,Horror,4.6,9732,,,,,,,,,
16783,Southbound,2015,89,"Fantasy,Horror,Thriller",5.9,14257,,,,,,,,,
16784,Oldschool Renegades,2013,92,Documentary,7.7,46,,,,,,,,,
16785,Tender,2013,73,"Documentary,Drama",7.6,10,,,,,,,,,
16786,Double Dose of Terror!!,2011,78,Horror,6.8,6,,,,,,,,,
16787,Happy Hour,2015,317,Drama,6.2,745,,,,,,,,,
16788,Asako I & II,2018,119,"Drama,Romance",6.6,1017,,,,,,,,,
16789,El Silencio de las Moscas,2013,,Documentary,7.3,23,,,,,,,,,
16790,The Silence of the Flies,2013,93,"Documentary,Drama",8.5,12,,,,,,,,,
16791,Un village presque parfait,2014,98,Comedy,5.9,618,,,,,,,,,
16792,"Light Fly, Fly High",2013,80,"Documentary,Drama,Sport",7.4,71,,,,,,,,,
16793,"Light Fly, Fly High",2013,80,"Documentary,Drama,Sport",7.4,71,,,,,,,,,
16794,When We Talk About KGB,2015,73,"Documentary,Drama",7.6,37,,,,,,,,,
16795,When We Talk About KGB,2015,73,"Documentary,Drama",7.6,37,,,,,,,,,
16796,Jand Hustle,2013,90,Comedy,6.6,5,,,,,,,,,
16797,Habana Instant,2015,96,Drama,8,14,,,,,,,,,
16798,Christmas in Hollywood,2014,85,Adventure,4.9,26,,,,,,,,,
16799,War of the Worlds,2013,50,Sci-Fi,5.8,11,,,,,,,,,
16800,Infini,2015,110,"Horror,Sci-Fi,Thriller",5.4,13152,,,,,,,,,
16801,The Osiris Child,2016,95,"Action,Adventure,Drama",5.6,6288,,,,,,,,,
16802,"Ajawaska, fragmentos de un viaje a las alturas",2013,80,"Adventure,Documentary,History",9.4,5,,,,,,,,,
16803,African Metropolis,2013,92,"Comedy,Drama,Romance",6.9,10,,,,,,,,,
16804,Night Cries,2015,102,"Action,Drama,Romance",2.8,158,,,,,,,,,
16805,Imperial Dreams,2014,87,Drama,6.8,3325,,,,,,,,,
16806,Scheherazade's Diary,2013,78,"Crime,Documentary,Drama",7.9,15,,,,,,,,,
16807,Alpsummer,2013,90,"Documentary,Family",7.6,5,,,,,,,,,
16808,Tokyo Fiancée,2014,100,"Comedy,Drama,Romance",6.3,1811,,,,,,,,,
16809,Amancio Williams,2013,77,Documentary,8,9,,,,,,,,,
16810,"Norooz, Somewhere Else",2017,79,Documentary,9.2,9,,,,,,,,,
16811,Two Windows,2017,,"Drama,Music,Sci-Fi",8.2,12,,,,,,,,,
16812,This Isn't Funny,2015,86,"Comedy,Drama,Romance",6.3,359,,,,,,,,,
16813,Moor,2015,100,Drama,7.7,1106,,,,,,,,,
16814,O21,2014,124,"Action,Thriller",8,2988,,,,,,,,,
16815,About a Girl,2014,104,"Comedy,Drama",6.6,661,,,,,,,,,
16816,Wrestling with Iowa,2014,82,"Documentary,Sport",8.1,11,,,,,,,,,
16817,2030,2014,98,"Drama,Mystery,Romance",5.8,102,,,,,,,,,
16818,Gay Meets Girl,2013,50,Documentary,3.7,68,,,,,,,,,
16819,The Island Bus,2013,59,"Biography,Documentary,News",6.4,7,,,,,,,,,
16820,Investigación policial,2013,90,Comedy,5.8,69,,,,,,,,,
16821,Estrada,2010,90,Documentary,7.4,5,,,,,,,,,
16822,"Sexo, Pregações e Política",2016,,Documentary,7.7,13,,,,,,,,,
16823,Marshrut postroen,2016,85,"Horror,Thriller",4,431,,,,,,,,,
16824,Marija's Own,2011,62,Comedy,8.9,29,,,,,,,,,
16825,Winter/Miracle,2012,60,"Documentary,Drama",9.1,12,,,,,,,,,
16826,Don't Go,2018,91,Mystery,5.2,861,,,,,,,,,
16827,Out of Iran,2013,62,"Documentary,Drama",7.3,7,,,,,,,,,
16828,Thank God It's Friday,2013,52,"Documentary,Drama,History",7,21,,,,,,,,,
16829,Hermanos/Siblings,2017,80,Documentary,8.2,10,,,,,,,,,
16830,Firestorm,2013,118,"Action,Crime,Thriller",6.2,2391,,,,,,,,,
16831,Majokko shimai no Yoyo to Nene,2013,100,"Adventure,Animation,Fantasy",7,142,,,,,,,,,
16832,Voodoo Possession,2014,94,"Drama,Horror,Mystery",2.5,584,,,,,,,,,
16833,Tir,2013,90,Drama,7.1,130,,,,,,,,,
16834,La utilidad de un revistero,2013,115,"Comedy,Drama",6.9,14,,,,,,,,,
16835,Acrid,2013,89,Drama,5.5,66,,,,,,,,,
16836,Nepal foreva,2013,88,Drama,6.7,29,,,,,,,,,
16837,The Incomplete,2013,48,"Biography,Documentary,Drama",6.5,28,,,,,,,,,
16838,Prison System 4614,2015,60,"Biography,Documentary",7,20,,,,,,,,,
16839,From the Depths,2013,72,"Documentary,Drama",6.4,38,,,,,,,,,
16840,Atlas,2013,77,Documentary,7.2,61,,,,,,,,,
16841,The Battle of Banaras,2015,133,Documentary,7.6,9,,,,,,,,,
16842,Zanj Revolution,2013,137,Drama,5.9,35,,,,,,,,,
16843,Letter to the President,2013,69,Documentary,6.8,6,,,,,,,,,
16844,Legion of Doom,2018,120,"Comedy,Drama",6.5,8,,,,,,,,,
16845,Pinta,2013,72,"Comedy,Drama,Fantasy",5.8,9,,,,,,,,,
16846,Zipper,2015,112,"Drama,Thriller",5.8,6120,,,,,,,,,
16847,1001 Grams,2014,93,Drama,6.3,1301,,,,,,,,,
16848,Leaving Greece,2013,80,"Documentary,War",6.7,10,,,,,,,,,
16849,Operation Sussex,2012,53,Documentary,7.7,13,,,,,,,,,
16850,Bestia de Cardo,2015,99,Drama,6.8,26,,,,,,,,,
16851,"Basically, Johnny Moped",2013,77,"Biography,Documentary,Music",8.4,18,,,,,,,,,
16852,Mc Dandik,2013,100,Comedy,2.4,197,,,,,,,,,
16853,Stereo,2014,98,"Crime,Thriller",6.6,4014,,,,,,,,,
16854,I'm Still,2013,120,"Documentary,Musical",8.4,72,,,,,,,,,
16855,The Lost Highway,2014,74,"Documentary,Drama",6.7,17,,,,,,,,,
16856,Finding Family,2013,56,"Documentary,Family,History",8.9,35,,,,,,,,,
16857,Le Séducteur: un animal en voie de disparition?,2013,84,"Documentary,Romance",8.6,14,,,,,,,,,
16858,The Zohar Secret,2016,124,"Comedy,Drama,Sci-Fi",6.7,2397,,,,,,,,,
16859,Così parlò De Crescenzo,2016,74,"Biography,Comedy,Documentary",8.1,33,,,,,,,,,
16860,Badge of Honor,2015,94,"Crime,Drama,Thriller",4.9,966,,,,,,,,,
16861,Dreaming of a Family,2013,85,"Documentary,Drama,Family",7.2,21,,,,,,,,,
16862,Música Serve Pra Isso,2013,92,Documentary,7,32,,,,,,,,,
16863,Música Serve Pra Isso,2013,92,Documentary,7,32,,,,,,,,,
16864,My Own Man,2014,82,"Comedy,Documentary,Drama",6.4,330,,,,,,,,,
16865,Sons of Jeremiah Johnson,2013,101,"Adventure,Comedy,Drama",4.1,16,,,,,,,,,
16866,100 Years,2016,76,Documentary,8.5,33,,,,,,,,,
16867,Footsteps in Jerusalem,2013,87,Documentary,7,7,,,,,,,,,
16868,Wall,2017,64,Documentary,7.4,14,,,,,,,,,
16869,Finding Noah,2015,116,"Adventure,Documentary,Drama",4.1,84,,,,,,,,,
16870,Bad Frank,2017,103,"Drama,Thriller",4.9,466,,,,,,,,,
16871,Seeds of Hope,2013,72,"Documentary,War",8.3,7,,,,,,,,,
16872,We Come as Friends,2014,110,Documentary,7.5,618,,,,,,,,,
16873,No. 1,2011,75,Drama,5.9,66,,,,,,,,,
16874,Barbarous Mexico,2014,114,Horror,4.7,713,,,,,,,,,
16875,88,2014,57,Documentary,8.8,6,,,,,,,,,
16876,El Sueño,2016,89,"Action,Drama,Romance",7.9,13,,,,,,,,,
16877,Breathe,2014,91,Drama,7.1,6136,,,,,,,,,
16878,Awaken,2015,89,"Action,Horror,Mystery",3.4,1332,,,,,,,,,
16879,Android Cop,2014,89,"Action,Sci-Fi",3.1,1515,,,,,,,,,
16880,Angry Indian Goddesses,2015,115,"Comedy,Drama",6.9,2414,,,,,,,,,
16881,Like Dew in the Sun,2016,108,Documentary,4.4,5,,,,,,,,,
16882,Guidance,2014,81,Comedy,6.2,816,,,,,,,,,
16883,Max,2015,111,"Adventure,Drama,Family",6.8,23976,,,,,,,,,
16884,The Surgery Ship,2015,78,"Adventure,Documentary,News",8.6,28,,,,,,,,,
16885,George Tice: Seeing Beyond the Moment,2013,72,"Biography,Documentary",8.2,5,,,,,,,,,
16886,Raising Dragons,2014,119,"Action,Adventure,Fantasy",6,9,,,,,,,,,
16887,The Mafia Kills Only in Summer,2013,90,"Comedy,Crime",7.2,6741,,,,,,,,,
16888,At War with Love,2016,99,"Comedy,Drama,Romance",7,1501,,,,,,,,,
16889,Bunny the Killer Thing,2015,88,"Action,Comedy,Horror",4.4,1161,,,,,,,,,
16890,Outro Sertão,2013,73,"Biography,Documentary,Drama",6.7,15,,,,,,,,,
16891,Outro Sertão,2013,73,"Biography,Documentary,Drama",6.7,15,,,,,,,,,
16892,Anything's Possible,2013,87,"Comedy,Drama,Romance",5.6,14,,,,,,,,,
16893,Dang ngo oi nei,2012,104,"Comedy,Drama,Romance",5.9,28,,,,,,,,,
16894,Lou Lap,2015,93,"Comedy,Crime,Fantasy",6.2,398,,,,,,,,,
16895,The Last Phase,2013,47,Documentary,9.3,33,,,,,,,,,
16896,States of Grace,2014,74,"Documentary,Drama",9.1,23,,,,,,,,,
16897,Patria obscura,2013,83,"Biography,Documentary,Family",7,10,,,,,,,,,
16898,7 Days,2015,110,Drama,7.8,84,,,,,,,,,
16899,A Separation,2013,70,"Documentary,Drama,Family",6.9,61,,,,,,,,,
16900,Jessy,2013,15,"Comedy,Documentary",4.2,5,,,,,,,,,
16901,Voyage vers la mère,2014,82,"Drama,Family",6.7,29,,,,,,,,,
16902,Atemwege: Abseits des Selbstverständlichen,2013,74,"Biography,Documentary",6.6,8,,,,,,,,,
16903,Brother Jakob,2016,92,Documentary,6.6,21,,,,,,,,,
16904,The Land Between,2014,78,"Documentary,Drama,News",6.6,8,,,,,,,,,
16905,Black Beauty Breed,2014,66,"Action,Documentary,Family",9.2,44,,,,,,,,,
16906,Unknown Caller,2014,103,Thriller,4.2,675,,,,,,,,,
16907,Operator,2015,88,"Action,Drama,Thriller",4.4,1754,,,,,,,,,
16908,Unknown Caller,2014,103,Thriller,4.2,675,,,,,,,,,
16909,Operator,2015,88,"Action,Drama,Thriller",4.4,1754,,,,,,,,,
16910,Something Huge,2017,87,Comedy,4.4,362,,,,,,,,,
16911,Art War,2014,84,"Adventure,Documentary,History",6.8,40,,,,,,,,,
16912,Rédemption,2013,114,Drama,6.8,30,,,,,,,,,
16913,A People Without A Land,2014,78,"Documentary,History,News",8.7,9,,,,,,,,,
16914,The Taking of Deborah Logan,2014,90,"Horror,Mystery,Thriller",6,21986,,,,,,,,,
16915,Roxanne Roxanne,2017,100,"Biography,Drama,Music",6.2,2181,,,,,,,,,
16916,Tara's Footprint,2018,71,Documentary,7.7,9,,,,,,,,,
16917,Everyday Rebellion,2013,118,Documentary,7.4,287,,,,,,,,,
16918,Kinders,2016,95,Documentary,7.5,13,,,,,,,,,
16919,Ghost in the Mountains,2017,136,Drama,5.2,40,,,,,,,,,
16920,Something You Can Call Home,2013,75,"Biography,Documentary,Family",8.7,6,,,,,,,,,
16921,Sound of Torture,2013,58,"Crime,Documentary,War",7.6,54,,,,,,,,,
16922,The Mentor,2014,89,"Crime,Drama,Mystery",5.1,212,,,,,,,,,
16923,Resistance,2015,72,"Documentary,History",7.1,305,,,,,,,,,
16924,Steps To Liberty,2013,52,Documentary,3.8,6,,,,,,,,,
16925,Into the Empty Quarter,2013,52,"Adventure,Biography,Documentary",8,12,,,,,,,,,
16926,Cotton Road,2014,72,"Documentary,News",8.4,11,,,,,,,,,
16927,We Came To Sweat: The Legend Of Starlite,2014,70,"Biography,Documentary,History",8.4,8,,,,,,,,,
16928,Ulidavaru Kandanthe,2014,154,"Comedy,Crime,Drama",8.3,5773,,,,,,,,,
16929,The Liberator,2017,89,Action,3.3,50,,,,,,,,,
16930,The Legend of Longwood,2014,99,"Adventure,Drama,Family",5.4,279,,,,,,,,,
16931,Atomic Heart Mother,2015,97,"Drama,Fantasy",5,547,,,,,,,,,
16932,"Pro zhenu, mechtu i eshche odnu...",2013,72,"Comedy,Drama,Romance",8,33,,,,,,,,,
16933,Sobre la marxa,2013,77,"Adventure,Biography,Documentary",7.7,77,,,,,,,,,
16934,O21,2014,124,"Action,Thriller",8,2988,,,,,,,,,
16935,"Yatra - Uma Viagem Externa, Interna e Secreta",2014,77,Documentary,8.8,5,,,,,,,,,
16936,Evaporating Borders,2014,73,"Documentary,Drama",7.6,103,,,,,,,,,
16937,What's Going on with My Sister?,2014,107,"Comedy,Fantasy,Romance",5.2,258,,,,,,,,,
16938,Two Men in Suits,2018,139,Drama,6.3,75,,,,,,,,,
16939,Stefan Zweig: Farewell to Europe,2016,106,"Biography,Drama,History",6.8,1762,,,,,,,,,
16940,"10,000 Saints",2015,113,"Comedy,Drama,Music",5.9,4938,,,,,,,,,
16941,WTF,2014,81,Comedy,5,535,,,,,,,,,
16942,La prima volta (di mia figlia),2015,80,Comedy,5.1,145,,,,,,,,,
16943,Therapy for a Vampire,2014,87,"Comedy,Horror",6.3,738,,,,,,,,,
16944,Revengeance,2016,75,"Action,Animation,Comedy",6.6,102,,,,,,,,,
16945,Judgment in Hungary,2013,108,"Crime,Documentary,Drama",7.6,109,,,,,,,,,
16946,Monopatín,2013,,Documentary,7.1,8,,,,,,,,,
16947,Ciencias naturales,2014,70,Drama,6.6,276,,,,,,,,,
16948,The Attorney,2013,127,Drama,7.7,4104,,,,,,,,,
16949,Steel Rain,2017,139,Action,7.1,2773,,,,,,,,,
16950,Bright Night,2014,86,"Drama,Mystery",5.2,1050,,,,,,,,,
16951,Death by Death,2016,90,Comedy,6.6,185,,,,,,,,,
16952,The Man from Oran,2014,128,"Drama,History",6.7,157,,,,,,,,,
16953,The Mice Room,2013,85,Drama,5.2,31,,,,,,,,,
16954,Rest Days,2014,85,"Crime,Drama,Thriller",3.7,23,,,,,,,,,
16955,Lejanía,2013,69,"Crime,Documentary",8,6,,,,,,,,,
16956,Infinitium,2017,112,"Action,Sci-Fi",8.5,57,,,,,,,,,
16957,Timbuktu,2014,97,Drama,7.2,14719,,,,,,,,,
16958,The Surprise,2015,102,"Comedy,Romance",6.7,3439,,,,,,,,,
16959,"Tulipani: Love, Honour and a Bicycle",2017,90,"Comedy,Drama",7,619,,,,,,,,,
16960,Christmas Cruelty!,2013,96,Horror,4.8,127,,,,,,,,,
16961,Christmas Cruelty!,2013,96,Horror,4.8,127,,,,,,,,,
16962,Zama,2017,115,Drama,6.8,3982,,,,,,,,,
16963,The Nile Hilton Incident,2017,111,"Crime,Drama,Thriller",6.8,5687,,,,,,,,,
16964,Luis and the Aliens,2018,86,"Adventure,Animation,Comedy",6,1355,,,,,,,,,
16965,The Adventures of the Fatbat Episode I: The Redemption of the Bat,2014,,Comedy,7,14,,,,,,,,,
16966,Mr. Gaga,2015,100,"Biography,Documentary",7.6,715,,,,,,,,,
16967,Who's Gonna Love Me Now?,2016,84,Documentary,6.5,256,,,,,,,,,
16968,Jonathan Agassi Saved My Life,2018,106,"Biography,Documentary",7.6,107,,,,,,,,,
16969,Dead Draw,2016,93,"Crime,Thriller",4.9,446,,,,,,,,,
16970,Amma und Appa,2014,,Documentary,7.4,53,,,,,,,,,
16971,Amma und Appa,2014,,Documentary,7.4,53,,,,,,,,,
16972,Luna en Leo,2013,71,Romance,6.3,59,,,,,,,,,
16973,All the Beautiful Things,2014,97,Drama,6.7,9,,,,,,,,,
16974,Tarot: A Documentary Love Story,2014,90,"Comedy,Drama,Romance",8.6,19,,,,,,,,,
16975,The Time of Their Lives,2017,104,Comedy,5.9,698,,,,,,,,,
16976,Gondolj rám,2016,103,"Comedy,Drama",5.1,241,,,,,,,,,
16977,Hot Summer Nights,2017,107,"Comedy,Crime,Drama",6.4,7723,,,,,,,,,
16978,What We Do in the Shadows,2014,86,"Comedy,Horror",7.7,126299,,,,,,,,,
16979,Drishyam,2013,160,"Crime,Drama,Thriller",8.8,24326,,,,,,,,,
16980,Shrew's Nest,2014,91,"Drama,Horror,Thriller",6.7,5356,,,,,,,,,
16981,One Less God,2017,128,"Drama,Thriller",5.7,494,,,,,,,,,
16982,Twice Upon a Time,2016,74,"Documentary,Family,War",9,5,,,,,,,,,
16983,Land of Smiles,2017,90,"Adventure,Horror,Thriller",4.6,1056,,,,,,,,,
16984,30-Love,2017,103,"Comedy,Drama,Romance",8.4,71,,,,,,,,,
16985,Objects in Mirror,2013,94,"Drama,Family",6.2,32,,,,,,,,,
16986,Breath,2016,112,"Drama,Family,Fantasy",7.5,730,,,,,,,,,
16987,Beloved,2012,99,Drama,6.7,15,,,,,,,,,
16988,April and the Extraordinary World,2015,105,"Adventure,Animation,Comedy",7.3,5449,,,,,,,,,
16989,The Thin Yellow Line,2015,95,Drama,7.4,1062,,,,,,,,,
16990,The First Line,2014,91,Drama,5.4,180,,,,,,,,,
16991,School Life,2016,99,Documentary,7.2,214,,,,,,,,,
16992,Vanishing Time: A Boy Who Returned,2016,130,Fantasy,7.3,1102,,,,,,,,,
16993,Jerk,2013,61,Documentary,4.6,10,,,,,,,,,
16994,Voices of El Alto,2014,50,Documentary,6.6,14,,,,,,,,,
16995,She Got Game,2015,53,Documentary,8.2,10,,,,,,,,,
16996,The House,2016,90,Thriller,4.5,476,,,,,,,,,
16997,Porrkungens tårar,2013,76,Documentary,6.3,86,,,,,,,,,
16998,#Sequence,2013,63,"Comedy,Drama,Family",6.9,14,,,,,,,,,
16999,#Sequence,2013,63,"Comedy,Drama,Family",6.9,14,,,,,,,,,
17000,Happy,2015,100,"Comedy,Drama,Romance",5,174,,,,,,,,,
17001,The Writer's Burrow,2016,102,"Drama,Thriller",5.5,124,,,,,,,,,
17002,Une jeunesse allemande,2015,93,"Documentary,History",7,328,,,,,,,,,
17003,Brothers of the Night,2016,88,Documentary,5.7,206,,,,,,,,,
17004,The Great Man,2014,107,Drama,6.9,126,,,,,,,,,
17005,Daughters of Dolma,2013,67,"Documentary,News",7.5,24,,,,,,,,,
17006,The Legacy of Menla,2016,64,Documentary,7.1,8,,,,,,,,,
17007,Interior,2014,82,"Horror,Thriller",5.4,241,,,,,,,,,
17008,Goddess of Love,2015,93,"Drama,Horror,Mystery",5.4,1067,,,,,,,,,
17009,Iron Protector,2016,93,Action,5.6,539,,,,,,,,,
17010,Number One Fan,2014,104,"Comedy,Drama,Thriller",6.4,1448,,,,,,,,,
17011,In Safe Hands,2018,110,Drama,7.3,595,,,,,,,,,
17012,SK1,2014,120,"Crime,Drama",6.6,1751,,,,,,,,,
17013,Through the Fire,2018,116,Drama,7.3,439,,,,,,,,,
17014,The Swedish Moment,2014,75,"Comedy,Crime,Drama",5.6,165,,,,,,,,,
17015,Pempti & 12,2014,103,Comedy,6,650,,,,,,,,,
17016,"Dirty, Yellow, Darkness",2017,95,Drama,7.9,68,,,,,,,,,
17017,"Dirty, Yellow, Darkness",2017,95,Drama,7.9,68,,,,,,,,,
17018,No Letting Go,2015,104,Drama,6.8,516,,,,,,,,,
17019,I Can Quit Whenever I Want,2014,100,"Comedy,Crime",7,6529,,,,,,,,,
17020,I Can Quit Whenever I Want: Masterclass,2017,118,"Action,Comedy,Crime",6.9,2522,,,,,,,,,
17021,I Can Quit Whenever I Want: Ad Honorem,2017,98,"Action,Comedy",6.9,1559,,,,,,,,,
17022,The Kid,2015,49,"Comedy,Drama,Family",6.4,16,,,,,,,,,
17023,The Genital Warriors,2014,87,Comedy,8,23,,,,,,,,,
17024,Invasión,2014,94,"Documentary,History,War",7.4,74,,,,,,,,,
17025,Ruben Blades Is Not My Name,2018,85,Documentary,7.2,130,,,,,,,,,
17026,The Man from Macau,2014,93,"Action,Comedy,Drama",4.8,1480,,,,,,,,,
17027,Awake in a Bad Dream,2013,114,"Documentary,Family",6.4,8,,,,,,,,,
17028,Awake in a Bad Dream,2013,114,"Documentary,Family",6.4,8,,,,,,,,,
17029,Miss Kiet's Children,2016,115,Documentary,7.8,246,,,,,,,,,
17030,Boys in the Trees,2016,112,"Drama,Horror,Thriller",6.3,2963,,,,,,,,,
17031,Red Light Green Light,2013,77,"Documentary,Drama",6.9,13,,,,,,,,,
17032,"Women of '69, Unboxed",2014,59,"Biography,Documentary,Family",8.3,39,,,,,,,,,
17033,Nebel,2014,60,Documentary,7.7,11,,,,,,,,,
17034,Ballet Boys,2014,75,"Documentary,Sport",7.4,243,,,,,,,,,
17035,I Am Innocent,2013,49,"Biography,Documentary,Drama",7.1,7,,,,,,,,,
17036,On the Side of the Road,2013,82,"Documentary,History,News",7.8,20,,,,,,,,,
17037,Overdose - Run for a Dream,2013,73,Documentary,7.3,31,,,,,,,,,
17038,Tinker Ticker,2013,105,Drama,6.1,111,,,,,,,,,
17039,Darker Than Night,2014,110,Horror,4.2,817,,,,,,,,,
17040,Vigilia,2017,105,Drama,5,48,,,,,,,,,
17041,A Culture of Silence,2014,84,"Biography,Documentary,Drama",7.6,11,,,,,,,,,
17042,Resurrección,2016,94,Documentary,7.9,16,,,,,,,,,
17043,Everybody Loves Somebody,2017,102,"Comedy,Romance",6.5,3468,,,,,,,,,
17044,Nowhere to Call Home: A Tibetan in Beijing,2014,76,"Documentary,Drama,Family",7.4,17,,,,,,,,,
17045,Pinned,2014,100,"Comedy,Sport",8.2,8,,,,,,,,,
17046,Cendres,2013,74,Documentary,6.7,7,,,,,,,,,
17047,Cendres,2013,74,Documentary,6.7,7,,,,,,,,,
17048,Viking: The Berserkers,2014,93,"Action,Adventure",3.4,213,,,,,,,,,
17049,Power Erotic,2014,82,"Documentary,Drama",7.1,7,,,,,,,,,
17050,Zavestanje,2016,88,Documentary,8.5,8,,,,,,,,,
17051,Freak Out!,2014,89,"Animation,Biography,Documentary",7.2,77,,,,,,,,,
17052,Room 236,2015,120,"Drama,Thriller",8.1,17,,,,,,,,,
17053,Echoes of Time,2014,92,"Drama,Fantasy",3.8,11,,,,,,,,,
17054,Extraordinary Tales,2013,73,"Animation,Horror,Mystery",6.5,2665,,,,,,,,,
17055,Anderswo,2014,84,Drama,6.7,126,,,,,,,,,
17056,The Moving Forest,2015,99,"Drama,Thriller",6.1,167,,,,,,,,,
17057,Stones from the Desert,2015,90,"Adventure,Drama,Romance",7.2,12,,,,,,,,,
17058,Pásztor,2013,,Documentary,8.5,24,,,,,,,,,
17059,Ahol az utak véget érnek,2014,,Documentary,8.8,8,,,,,,,,,
17060,Prokop,2015,,Documentary,8.4,8,,,,,,,,,
17061,Set Fire to the Stars,2014,97,"Biography,Drama",5.7,1269,,,,,,,,,
17062,El destierro,2015,87,Drama,6.5,142,,,,,,,,,
17063,Flowers of Freedom,2014,95,"Biography,Documentary",7.8,5,,,,,,,,,
17064,Taken by the Tiger,2019,91,Documentary,7,29,,,,,,,,,
17065,Polina,2016,108,Drama,6.7,1327,,,,,,,,,
17066,Préjudice,2015,105,Drama,6.5,437,,,,,,,,,
17067,Censored Voices,2015,84,"Documentary,History",7.4,273,,,,,,,,,
17068,Closer to God,2014,81,"Horror,Sci-Fi,Thriller",4.6,828,,,,,,,,,
17069,Damascus Cover,2017,93,"Mystery,Thriller",5.1,1518,,,,,,,,,
17070,The Serbian Lawyer,2014,92,"Biography,Documentary,History",7.3,36,,,,,,,,,
17071,Guidance through the Black Hole,2017,74,Documentary,9.5,15,,,,,,,,,
17072,Blood on the Mountain,2016,93,"Documentary,History,News",7.2,238,,,,,,,,,
17073,Blood on the Mountain,2016,93,"Documentary,History,News",7.2,238,,,,,,,,,
17074,Dude,2018,97,"Comedy,Drama",5.1,5116,,,,,,,,,
17075,A Fantastic Ghost Wedding,2014,98,"Comedy,Drama,Fantasy",6.3,31,,,,,,,,,
17076,To Kill a Man,2014,82,"Crime,Drama,Thriller",6.4,1364,,,,,,,,,
17077,Much Ado About Nothing,2016,94,Drama,6.6,517,,,,,,,,,
17078,The Hateful Eight,2015,168,"Crime,Drama,Mystery",7.8,434966,,,,,,,,,
17079,Guardians of Time Lost,2013,109,Documentary,6.8,6,,,,,,,,,
17080,My Red Shoes,2013,80,Documentary,5.4,5,,,,,,,,,
17081,The Mulberry House,2013,75,Documentary,6.6,18,,,,,,,,,
17082,War Reporter,2013,74,Documentary,8.4,14,,,,,,,,,
17083,Heritages,2013,96,"Biography,Drama",7.2,64,,,,,,,,,
17084,Birds of September,2013,99,"Biography,Documentary",7.9,9,,,,,,,,,
17085,Behind the Flickering Light: The Archive,2013,155,Documentary,7.2,5,,,,,,,,,
17086,Thuy,2013,108,Drama,6.2,5,,,,,,,,,
17087,Gleason,2016,110,Documentary,8.4,2176,,,,,,,,,
17088,Dangerous Desires,2015,100,Drama,5.7,12,,,,,,,,,
17089,Hallåhallå,2014,98,"Comedy,Drama",5.5,375,,,,,,,,,
17090,Anul dragonului,2013,78,"Documentary,Family",6.1,13,,,,,,,,,
17091,The Cured,2017,95,"Drama,Horror,Sci-Fi",5.5,5668,,,,,,,,,
17092,The Lobster,2015,119,"Comedy,Drama,Romance",7.1,182622,,,,,,,,,
17093,The Killing of a Sacred Deer,2017,121,"Drama,Mystery,Thriller",7,89924,,,,,,,,,
17094,88,2015,88,"Action,Thriller",5.1,3061,,,,,,,,,
17095,Twink,2014,68,Drama,4.6,56,,,,,,,,,
17096,Caught in a Landslide,2017,64,Drama,3.8,11,,,,,,,,,
17097,Rotterdam 2040,2013,95,Documentary,6.9,12,,,,,,,,,
17098,Painting a Life: Documenting an Approach to Painting,2014,,Documentary,8.7,7,,,,,,,,,
17099,Deep Sleep,2013,67,"Horror,Thriller",4.7,142,,,,,,,,,
17100,What the Waters Left Behind,2017,98,Horror,5.1,2062,,,,,,,,,
17101,Hondros,2017,90,"Biography,Documentary,War",7.5,271,,,,,,,,,
